"stop_desc","stop_desc"
"Eastbound SE 12th AVE @ Nearside SE 19th TER","Eastbound SE 12th AVE @ Nearside SE 19th TER"
"Northbound SE 19th TER @ Nearside SE 10th PL","Northbound SE 19th TER @ Nearside SE 10th PL"
"Northbound SE 19th TER @ Nearside SE 8th AVE","Northbound SE 19th TER @ Nearside SE 8th AVE"
"Westbound SE Hawthorne Rd @ Farside SE 24th St","Westbound SE Hawthorne Rd @ Farside SE 24th St"
"Westbound Hawthorne RD @ Nearside SE 21st ST","Westbound Hawthorne RD @ Nearside SE 21st ST"
"Westbound SE Hawthorne Rd @ Farside SE 20th St","Westbound SE Hawthorne Rd @ Farside SE 20th St"
"Westbound SE 3rd AVE @ Farside SE 17th ST","Westbound SE 3rd AVE @ Farside SE 17th ST"
"Northbound SE 15th ST @ Nearside SE 1st AVE","Northbound SE 15th ST @ Nearside SE 1st AVE"
"Northbound NE 15th St @ Nearside NE 3rd Ave","Northbound NE 15th St @ Nearside NE 3rd Ave"
"Northbound NE 15th ST @ Nearside NE 5th PL","Northbound NE 15th ST @ Nearside NE 5th PL"
"Northbound NE 15th St @ Nearside NE 8th Ave","Northbound NE 15th St @ Nearside NE 8th Ave"
"Northbound Waldo RD @ Farside NE 8th AVE","Northbound Waldo RD @ Farside NE 8th AVE"
"Northbound SE 24th ST @ Farside Hawthorne RD","Northbound SE 24th ST @ Farside Hawthorne RD"
"Northbound SE 24th ST @ Nearside SE 2nd AVE","Northbound SE 24th ST @ Nearside SE 2nd AVE"
"Northbound SE 24th ST @ Nearside E University AVE","Northbound SE 24th ST @ Nearside E University AVE"
"Westbound E University AVE @Nearside 22nd ST","Westbound E University AVE @Nearside 22nd ST"
"Westbound E University AVE @ Nearside SE 21st ST","Westbound E University AVE @ Nearside SE 21st ST"
"Westbound E University AVE @ Nearside SE 18th ST","Westbound E University AVE @ Nearside SE 18th ST"
"Northbound NE 18 ST @ Nearside NE 3 AVE","Northbound NE 18 ST @ Nearside NE 3 AVE"
"Northbound NE 18th ST @ Farside NE 5th Ave","Northbound NE 18th ST @ Farside NE 5th Ave"
"Northbound NE 18th ST @ Nearside NE 8th Ave","Northbound NE 18th ST @ Nearside NE 8th Ave"
"Northbound NE 19th ST @ Farside NE 8th AVE","Northbound NE 19th ST @ Farside NE 8th AVE"
"Westbound NE 12th AVE @ Nearside Waldo RD","Westbound NE 12th AVE @ Nearside Waldo RD"
"Westbound NE 16th AVE @ Nearside NE 16th WAY","Westbound NE 16th AVE @ Nearside NE 16th WAY"
"Westbound NE 16th AVE @ Nearside NE 15th ST","Westbound NE 16th AVE @ Nearside NE 15th ST"
"Westbound NE 16th AVE @ Nearside NE 12th ST","Westbound NE 16th AVE @ Nearside NE 12th ST"
"Westbound NE 16th AVE @ Nearside NE 9th ST","Westbound NE 16th AVE @ Nearside NE 9th ST"
"Westbound NE 16th AVE @ Nearside NE 2 ST","Westbound NE 16th AVE @ Nearside NE 2 ST"
"Westbound NE 16th AVE @ Nearside NE 2nd ST","Westbound NE 16th AVE @ Nearside NE 2nd ST"
"Southbound N Main ST @ Farside NE 16th AVE","Southbound N Main ST @ Farside NE 16th AVE"
"Westbound NW 14th Ave @ Farside Main Street","Westbound NW 14th Ave @ Farside Main Street"
"Northbound NW 2nd St @ Nearside NW 16th Ave","Northbound NW 2nd St @ Nearside NW 16th Ave"
"Eastbound NE 16th AVE @ Farside NE 2 ST","Eastbound NE 16th AVE @ Farside NE 2 ST"
"Eastbound NE 16th AVE @ Farside NE 9th ST","Eastbound NE 16th AVE @ Farside NE 9th ST"
"Eastbound NE 16th AVE @ Nearside NE 12th ST","Eastbound NE 16th AVE @ Nearside NE 12th ST"
"Eastbound NE 16th AVE @ Nearside NE 15th ST","Eastbound NE 16th AVE @ Nearside NE 15th ST"
"Eastbound NE 16th AVE @ Nearside NE 16th TER","Eastbound NE 16th AVE @ Nearside NE 16th TER"
"Southbound NE 18th ST @ Nearside NE 8th Ave","Southbound NE 18th ST @ Nearside NE 8th Ave"
"Southbound NE 18th ST @ Farside NE 5th Ave","Southbound NE 18th ST @ Farside NE 5th Ave"
"Southbound NE 18 ST @ Farside NE 3 AVE","Southbound NE 18 ST @ Farside NE 3 AVE"
"Eastbound E University AVE @ Farside SE 18th ST","Eastbound E University AVE @ Farside SE 18th ST"
"Eastbound E University AVE @ Nearside SE 21st ST","Eastbound E University AVE @ Nearside SE 21st ST"
"Eastbound E University AVE @ Nearside SE 24th ST","Eastbound E University AVE @ Nearside SE 24th ST"
"Southbound SE 24th ST @ Farside SE 2nd AVE","Southbound SE 24th ST @ Farside SE 2nd AVE"
"Southbound SE 24th ST @ Nearside Hawthorne RD","Southbound SE 24th ST @ Nearside Hawthorne RD"
"Northbound NW 62nd ST @ Nearside Newberry RD","Northbound NW 62nd ST @ Nearside Newberry RD"
"Eastbound Newberry RD @ Farside NW 62nd ST","Eastbound Newberry RD @ Farside NW 62nd ST"
"Eastbound Newberry RD @ Farside NW 57th ST","Eastbound Newberry RD @ Farside NW 57th ST"
"Eastbound Newberry RD @ Nearside NW 53rd TER","Eastbound Newberry RD @ Nearside NW 53rd TER"
"Eastbound Newberry RD @ Farside NW 50th BLVD","Eastbound Newberry RD @ Farside NW 50th BLVD"
"Eastbound Newberry RD @ Nearside NW 48th BLVD","Eastbound Newberry RD @ Nearside NW 48th BLVD"
"Eastbound Newberry RD @ Nearside NW 43rd ST","Eastbound Newberry RD @ Nearside NW 43rd ST"
"Eastbound Newberry RD @ Farside NW 43rd ST","Eastbound Newberry RD @ Farside NW 43rd ST"
"Eastbound Newberry RD @ Nearside NW 39th ST","Eastbound Newberry RD @ Nearside NW 39th ST"
"Eastbound Newberry RD @ Nearside NW 39th RD","Eastbound Newberry RD @ Nearside NW 39th RD"
"Eastbound Newberry RD @ Farside SW 38th ST","Eastbound Newberry RD @ Farside SW 38th ST"
"Eastbound SW 2nd AVE @ Nearside SW 36th ST","Eastbound SW 2nd AVE @ Nearside SW 36th ST"
"Eastbound SW 2nd AVE @ Nearside SW 34th ST","Eastbound SW 2nd AVE @ Nearside SW 34th ST"
"Eastbound SW 2nd AVE @ Farside SW 34th ST","Eastbound SW 2nd AVE @ Farside SW 34th ST"
"Eastbound SW 2nd AVE @ Farside SW 30th ST","Eastbound SW 2nd AVE @ Farside SW 30th ST"
"Eastbound SW 2nd AVE @ Nearside SW 26th ST","Eastbound SW 2nd AVE @ Nearside SW 26th ST"
"Eastbound SW 2nd AVE @ Farside SW 23rd ST","Eastbound SW 2nd AVE @ Farside SW 23rd ST"
"Eastbound SW 2nd AVE @ Farside Woodlawn DR","Eastbound SW 2nd AVE @ Farside Woodlawn DR"
"Eastbound W University AVE @ Farside Gale Lemeran*","Eastbound W University AVE @ Farside Gale Lemeran*"
"Eastbound W University AVE @ Nearside Fletcher DR","Eastbound W University AVE @ Nearside Fletcher DR"
"Eastbound W University AVE @ Farside Buckman DR","Eastbound W University AVE @ Farside Buckman DR"
"Eastbound W University AVE @ Nearside NW 15th ST","Eastbound W University AVE @ Nearside NW 15th ST"
"Eastbound W University AVE @ Farside SW 13th ST","Eastbound W University AVE @ Farside SW 13th ST"
"Eastbound W University AVE @ Nearside W 8th ST","Eastbound W University AVE @ Nearside W 8th ST"
"Eastbound W University AVE @ Nearside SW 7th ST","Eastbound W University AVE @ Nearside SW 7th ST"
"Eastbound W University AVE @ Farside W 6th ST","Eastbound W University AVE @ Farside W 6th ST"
"Eastbound W University AVE @ Nearside W 3rd ST","Eastbound W University AVE @ Nearside W 3rd ST"
"Eastbound W University AVE @ Nearside SW 1st ST","Eastbound W University AVE @ Nearside SW 1st ST"
"Eastbound E University AVE @ Nearside E 3st ST","Eastbound E University AVE @ Nearside E 3st ST"
"Westbound E University AVE @ Nearside NE 1st ST","Westbound E University AVE @ Nearside NE 1st ST"
"Westbound W University AVE @ Nearside NW 2nd ST","Westbound W University AVE @ Nearside NW 2nd ST"
"Westbound W University AVE @ Farside W 3rd ST","Westbound W University AVE @ Farside W 3rd ST"
"Westbound W University AVE @ Nearside NW 6th ST","Westbound W University AVE @ Nearside NW 6th ST"
"Westbound W University AVE @ Nearside NW 8th ST","Westbound W University AVE @ Nearside NW 8th ST"
"Westbound W University AVE @ Nearside NW 10th ST","Westbound W University AVE @ Nearside NW 10th ST"
"Westbound W University AVE @ Nearside SW 13th ST","Westbound W University AVE @ Nearside SW 13th ST"
"Westbound W University AVE @ Nearside SW 14th ST","Westbound W University AVE @ Nearside SW 14th ST"
"Westbound W University AVE @ Nearside NW 16th ST","Westbound W University AVE @ Nearside NW 16th ST"
"Westbound W University AVE @ Nearside NW 17th ST","Westbound W University AVE @ Nearside NW 17th ST"
"Westbound W University AVE @ Nearside NW 19th ST","Westbound W University AVE @ Nearside NW 19th ST"
"Westbound SW 2nd Ave @ Nearside SW 23rd St","Westbound SW 2nd Ave @ Nearside SW 23rd St"
"Westbound SW 2nd AVE @ Nearside SW 26th ST","Westbound SW 2nd AVE @ Nearside SW 26th ST"
"Westbound SW 2nd AVE @ Farside SW 26th ST","Westbound SW 2nd AVE @ Farside SW 26th ST"
"Westbound SW 2nd AVE @ Nearside SW 30th ST","Westbound SW 2nd AVE @ Nearside SW 30th ST"
"Westbound SW 2nd AVE @ Nearside SW 34th ST","Westbound SW 2nd AVE @ Nearside SW 34th ST"
"Westbound SW 2nd Ave @ Farrside SW 34th St","Westbound SW 2nd Ave @ Farrside SW 34th St"
"Westbound SW 2nd Ave @ Farside SW 36th St","Westbound SW 2nd Ave @ Farside SW 36th St"
"Westbound Newberry RD @ Farside NW 36th DR","Westbound Newberry RD @ Farside NW 36th DR"
"Westbound Newberry RD @ Farside NW 39th RD","Westbound Newberry RD @ Farside NW 39th RD"
"Westbound Newberry RD @ Nearside NW 39th ST","Westbound Newberry RD @ Nearside NW 39th ST"
"Westbound Newberry RD @ Nearside NW 43rd ST","Westbound Newberry RD @ Nearside NW 43rd ST"
"Westbound Newberry RD @ Farside NW 43rd ST","Westbound Newberry RD @ Farside NW 43rd ST"
"Westbound Newberry RD @ Nearside NW 48th BLVD","Westbound Newberry RD @ Nearside NW 48th BLVD"
"Westbound Newberry RD @ Farside NW 51st ST","Westbound Newberry RD @ Farside NW 51st ST"
"Westbound Newberry RD @ Nearside N 8th AVE","Westbound Newberry RD @ Nearside N 8th AVE"
"NW 4th Pl Nearside NW 62nd Street","NW 4th Pl Nearside NW 62nd Street"
"Northbound S Main ST @ Farside SW Depot Ave","Northbound S Main ST @ Farside SW Depot Ave"
"Northbound S Main ST @ Nearside SW 2nd AVE","Northbound S Main ST @ Nearside SW 2nd AVE"
"Northbound SW 6th ST @ Nearside University Avenue","Northbound SW 6th ST @ Nearside University Avenue"
"Northbound NW 6th St @ NW 3rd Ave","Northbound NW 6th St @ NW 3rd Ave"
"Northbound NW 6th ST @ Nearside NW 5th AVE","Northbound NW 6th ST @ Nearside NW 5th AVE"
"Northbound NW 6th ST @ Nearside NW 7th AVE","Northbound NW 6th ST @ Nearside NW 7th AVE"
"Northbound NW 6th ST @ Nearside NW 8th AVE","Northbound NW 6th ST @ Nearside NW 8th AVE"
"Northbound NW 6th ST @ Nearside NW 10th AVE","Northbound NW 6th ST @ Nearside NW 10th AVE"
"Northbound NW 6th ST @ Farside NW 13th ST","Northbound NW 6th ST @ Farside NW 13th ST"
"Northbound NW 6th ST @ Nearside NW 16th AVE","Northbound NW 6th ST @ Nearside NW 16th AVE"
"Northbound NW 6th ST @ Nearside NW 19th AVE","Northbound NW 6th ST @ Nearside NW 19th AVE"
"Northbound NW 6th ST @ Farside NW 19th LN","Northbound NW 6th ST @ Farside NW 19th LN"
"Northbound NW 6th ST @ Nearside NW 22nd AVE","Northbound NW 6th ST @ Nearside NW 22nd AVE"
"Westbound NW 23rd AVE @ Farside NW 6th ST","Westbound NW 23rd AVE @ Farside NW 6th ST"
"Westbound NW 23rd AVE @ Nearside NW 10th ST","Westbound NW 23rd AVE @ Nearside NW 10th ST"
"Westbound NW 23rd AVE @ Farside NW 12th ST","Westbound NW 23rd AVE @ Farside NW 12th ST"
"Northbound NW 13th ST @ Farside NW 23rd AVE","Northbound NW 13th ST @ Farside NW 23rd AVE"
"Northbound NW 13th ST @ Farside NW 26th PL","Northbound NW 13th ST @ Farside NW 26th PL"
"Northbound NW 13th ST @ Farside NW 29th RD","Northbound NW 13th ST @ Farside NW 29th RD"
"Northbound NW 13th ST @ Nearside NW 33rd AVE","Northbound NW 13th ST @ Nearside NW 33rd AVE"
"Northbound NW 13th ST @ Nearside NW 39th AVE","Northbound NW 13th ST @ Nearside NW 39th AVE"
"Northbound NW 13th ST @ Farside NW 39th AVE","Northbound NW 13th ST @ Farside NW 39th AVE"
"Northbound NW 13th ST @ Nearside NW 42nd AVE","Northbound NW 13th ST @ Nearside NW 42nd AVE"
"Northbound NW 13th ST @ Nearside NW 45th AVE","Northbound NW 13th ST @ Nearside NW 45th AVE"
"Northbound NW 13th St @ Farside 45th Ave","Northbound NW 13th St @ Farside 45th Ave"
"Westbound NW 53rd AVE @ Nearside NW 19th ST","Westbound NW 53rd AVE @ Nearside NW 19th ST"
"Westbound NW 53rd AVE @ Nearside NW 55th AVE","Westbound NW 53rd AVE @ Nearside NW 55th AVE"
"Northbound NW 34th ST @ Farside NW 54th AVE","Northbound NW 34th ST @ Farside NW 54th AVE"
"Northbound NW 34th ST @ Nearside NW 25th TER","Northbound NW 34th ST @ Nearside NW 25th TER"
"Northbound NW 34th ST @ Nearside NW 23rd TER","Northbound NW 34th ST @ Nearside NW 23rd TER"
"Northbound NW 23rd ST @ Nearside NW 62nd AVE","Northbound NW 23rd ST @ Nearside NW 62nd AVE"
"Southbound NW 34th ST @ Nearside NW 58th AVE","Southbound NW 34th ST @ Nearside NW 58th AVE"
"Southbound NW 34th ST @ Nearside NW 23rd TER","Southbound NW 34th ST @ Nearside NW 23rd TER"
"Southbound NW 34th ST @ Nearside NW 23rd TER","Southbound NW 34th ST @ Nearside NW 23rd TER"
"Southbound NW 34th ST @ Nearside NW 54th AVE","Southbound NW 34th ST @ Nearside NW 54th AVE"
"Eastbound NW 53rd AVE @ Farside NW 24th BLVD","Eastbound NW 53rd AVE @ Farside NW 24th BLVD"
"Eastbound NW 53rd AVE @ Farside NW 21st DR","Eastbound NW 53rd AVE @ Farside NW 21st DR"
"Eastbound NW 53rd AVE @ Nearside NW 13th ST","Eastbound NW 53rd AVE @ Nearside NW 13th ST"
"Southbound NW 13th ST @ Nearside NW 45th AVE","Southbound NW 13th ST @ Nearside NW 45th AVE"
"Southbound NW 13th ST @ Farside NW 44th AVE","Southbound NW 13th ST @ Farside NW 44th AVE"
"Southbound NW 13th ST @ Farside NW 42nd AVE","Southbound NW 13th ST @ Farside NW 42nd AVE"
"Southbound NW 13th ST @ Farside NW 41st AVE","Southbound NW 13th ST @ Farside NW 41st AVE"
"Southbound NW 13th ST @ Farside NW 39th AVE","Southbound NW 13th ST @ Farside NW 39th AVE"
"Southbound NW 13th ST @ Nearside NW 33rd AVE","Southbound NW 13th ST @ Nearside NW 33rd AVE"
"Southbound NW 13th ST @ Nearside NW 31st AVE","Southbound NW 13th ST @ Nearside NW 31st AVE"
"Southbound NW 13th ST @ Nearside NW 29th AVE","Southbound NW 13th ST @ Nearside NW 29th AVE"
"Southbound NW 13th ST @ Nearside NW 26th PL","Southbound NW 13th ST @ Nearside NW 26th PL"
"Eastbound NW 23rd AVE @ Farside NW 13th ST","Eastbound NW 23rd AVE @ Farside NW 13th ST"
"Eastbound NW 23rd TER @ Nearside NW 10th ST","Eastbound NW 23rd TER @ Nearside NW 10th ST"
"Eastbound NW 23rd TER @ Nearside NW 6th ST","Eastbound NW 23rd TER @ Nearside NW 6th ST"
"Southbound NW 6th ST @ Farside NW 21st AVE","Southbound NW 6th ST @ Farside NW 21st AVE"
"Southbound NW 6th ST @ Nearside NW 19th LN","Southbound NW 6th ST @ Nearside NW 19th LN"
"Southbound NW 6th ST @ Farside NW 19th AVE","Southbound NW 6th ST @ Farside NW 19th AVE"
"Southbound NW 6th ST @ Farside NW 16th AVE","Southbound NW 6th ST @ Farside NW 16th AVE"
"Southbound NW 6th ST @ Nearside NW 13th AVE","Southbound NW 6th ST @ Nearside NW 13th AVE"
"Southbound NW 6th ST @ Nearside NW 10th AVE","Southbound NW 6th ST @ Nearside NW 10th AVE"
