"trip_id","route_id"
"8002005","2"
"8002007","2"
"8002009","2"
"8002011","2"
"8002013","2"
"8002015","2"
"8002017","2"
"8002019","2"
"5003001","3"
"5003003","3"
"5003005","3"
"5003007","3"
"5003009","3"
"5003011","3"
"5003013","3"
"5003015","3"
"1003001","3"
"1003003","3"
"1003005","3"
"1003007","3"
"1003009","3"
"1003011","3"
"1003013","3"
"1003015","3"
"5003002","3"
"5003004","3"
"5003006","3"
"5003008","3"
"5003010","3"
"5003012","3"
"5003014","3"
"5003016","3"
"1003002","3"
"1003004","3"
"1003006","3"
"1003008","3"
"1003010","3"
"1003012","3"
"1003014","3"
"1003016","3"
"4005002","5"
"4005004","5"
"4005006","5"
"4005008","5"
"4005010","5"
"4005012","5"
"4005014","5"
"4005016","5"
"4005018","5"
"4005020","5"
"5005002","5"
"5005004","5"
"5005006","5"
"5005008","5"
"5005010","5"
"5005012","5"
"5005014","5"
"5005016","5"
"5005018","5"
"5005020","5"
"5005022","5"
"5005024","5"
"5005026","5"
"5005028","5"
"5005030","5"
"5005032","5"
"5005034","5"
"5005036","5"
"5005038","5"
"5005040","5"
"5005042","5"
"5005044","5"
"5005046","5"
"5005048","5"
"5005050","5"
"5005052","5"
"5005054","5"
"5005056","5"
"5005058","5"
"5005060","5"
"5005062","5"
"5005064","5"
"5005066","5"
"5005068","5"
"5005070","5"
"5005072","5"
"5005074","5"
"3005002","5"
"3005004","5"
"3005006","5"
"3005008","5"
"3005010","5"
"3005012","5"
"3005014","5"
"3005016","5"
"1005001","5"
"1005003","5"
"1005005","5"
"1005007","5"
"1005009","5"
"1005011","5"
"1005013","5"
"1005015","5"
"1005017","5"
"1005019","5"
"1005021","5"
"1005023","5"
"1005025","5"
"1005027","5"
"1005029","5"
"1005031","5"
"1005033","5"
"1005035","5"
"1005037","5"
"1005039","5"
"1005041","5"
"1005043","5"
"1005045","5"
"1005047","5"
"1005049","5"
"1005051","5"
"1005053","5"
"1005055","5"
"1005057","5"
"1005059","5"
"1005061","5"
"1005063","5"
"1005065","5"
"1005067","5"
"1005069","5"
"1005071","5"
"1005073","5"
"1005075","5"
"1005077","5"
"1005079","5"
"1005081","5"
"1005083","5"
"1005085","5"
"7521697","5"
"7521698","5"
"7521699","5"
"7521700","5"
"7521701","5"
"7521702","5"
"7005012","5"
"7005016","5"
"7005020","5"
"7005024","5"
"7005028","5"
"7005032","5"
"7005036","5"
"7005040","5"
"2005002","5"
"2005004","5"
"2005006","5"
"2005008","5"
"2005010","5"
"2005012","5"
"2005014","5"
"2005016","5"
"2005018","5"
"2005020","5"
"2005022","5"
"2005024","5"
"2005026","5"
"2005028","5"
"2005030","5"
"2005032","5"
"2005034","5"
"2005036","5"
"2005038","5"
"2005040","5"
"2005042","5"
"2005044","5"
"2005046","5"
"2005048","5"
"2005050","5"
"2005052","5"
"2005054","5"
"7521889","5"
"7521890","5"
"7521891","5"
"6005002","5"
"6005004","5"
"6005006","5"
"6005008","5"
"6005010","5"
"6005012","5"
"6005014","5"
"6005016","5"
"6005018","5"
"6005020","5"
"6005022","5"
"6005024","5"
"6005026","5"
"6005028","5"
"6005030","5"
"6005032","5"
"6005034","5"
"6005036","5"
"6005038","5"
"6005040","5"
"6005042","5"
"6005044","5"
"6005046","5"
"8005002","5"
"8005004","5"
"8005006","5"
"8005008","5"
"8005010","5"
"8005012","5"
"8005014","5"
"8005016","5"
"8005018","5"
"8005020","5"
"4005001","5"
"4005003","5"
"4005005","5"
"4005007","5"
"4005009","5"
"4005011","5"
"4005013","5"
"4005015","5"
"4005017","5"
"4005019","5"
"5005001","5"
"5005003","5"
"5005005","5"
"5005007","5"
"5005009","5"
"5005011","5"
"5005013","5"
"5005015","5"
"5005017","5"
"5005019","5"
"5005021","5"
"5005023","5"
"5005025","5"
"5005027","5"
"5005029","5"
"5005031","5"
"5005033","5"
"5005035","5"
"5005037","5"
"5005039","5"
"5005041","5"
"5005043","5"
"5005045","5"
"5005047","5"
"5005049","5"
"5005051","5"
"5005053","5"
"5005055","5"
"5005057","5"
"5005059","5"
"5005061","5"
"5005063","5"
"5005065","5"
"5005067","5"
"5005069","5"
"5005071","5"
"5005073","5"
"7294487","5"
"3005001","5"
"3005003","5"
"3005005","5"
"3005007","5"
"3005009","5"
"3005011","5"
"3005013","5"
"3005015","5"
"1005002","5"
"1005004","5"
"1005006","5"
"1005008","5"
"1005010","5"
"1005012","5"
"1005014","5"
"1005016","5"
"1005018","5"
"1005020","5"
"1005022","5"
"1005024","5"
"1005026","5"
"1005028","5"
"1005030","5"
"1005032","5"
"1005034","5"
"1005036","5"
"1005038","5"
"1005040","5"
"1005042","5"
"1005044","5"
"1005046","5"
"1005048","5"
"1005050","5"
"1005052","5"
"1005054","5"
"1005056","5"
"1005058","5"
"1005060","5"
"1005062","5"
"1005064","5"
"1005066","5"
"1005068","5"
"1005070","5"
"1005072","5"
"1005074","5"
"1005076","5"
"1005078","5"
"1005080","5"
"1005082","5"
"1005084","5"
"7521690","5"
"7521691","5"
"7521692","5"
"7521693","5"
"7521694","5"
"7521695","5"
"7005011","5"
"7005015","5"
"7005019","5"
"7005023","5"
"7005027","5"
"7005031","5"
"7005035","5"
"7005039","5"
"2005001","5"
"2005003","5"
"2005005","5"
"2005007","5"
"2005009","5"
"2005011","5"
"2005013","5"
"2005015","5"
"2005017","5"
"2005019","5"
"2005021","5"
"2005023","5"
"2005025","5"
"2005027","5"
"2005029","5"
"2005031","5"
"2005033","5"
"2005035","5"
"2005037","5"
"2005039","5"
"2005041","5"
"2005043","5"
"2005045","5"
"2005047","5"
"2005049","5"
"2005051","5"
"2005053","5"
"7521885","5"
"7521886","5"
"7521887","5"
"6005001","5"
"6005003","5"
"6005005","5"
"6005007","5"
"6005009","5"
"6005011","5"
"6005013","5"
"6005015","5"
"6005017","5"
"6005019","5"
"6005021","5"
"6005023","5"
"6005025","5"
"6005027","5"
"6005029","5"
"6005031","5"
"6005033","5"
"6005035","5"
"6005037","5"
"6005039","5"
"6005041","5"
"6005043","5"
"6005045","5"
"8005001","5"
"8005003","5"
"8005005","5"
"8005007","5"
"8005009","5"
"8005011","5"
"8005013","5"
"8005015","5"
"8005017","5"
"8005019","5"
"5006001","6"
"5006003","6"
"5006005","6"
"5006007","6"
"5006009","6"
"5006011","6"
"5006013","6"
"5006015","6"
"5006017","6"
"5006019","6"
"5006021","6"
"5006023","6"
"5006025","6"
"5006027","6"
"1006001","6"
"7521892","6"
"7521893","6"
"7521894","6"
"7521895","6"
"7521896","6"
"7521897","6"
"7521898","6"
"7521899","6"
"7521900","6"
"7521901","6"
"7521902","6"
"7521903","6"
"7521904","6"
"2006001","6"
"2006003","6"
"2006005","6"
"2006007","6"
"2006009","6"
"6006001","6"
"6006003","6"
"6006005","6"
"6006007","6"
"6006009","6"
"5006002","6"
"5006004","6"
"5006006","6"
"5006008","6"
"5006010","6"
"5006012","6"
"5006014","6"
"5006016","6"
"5006018","6"
"5006020","6"
"5006022","6"
"5006024","6"
"5006026","6"
"5006028","6"
"1006002","6"
"7521905","6"
"7521906","6"
"7521907","6"
"7521908","6"
"7521909","6"
"7521910","6"
"7521911","6"
"7521912","6"
"7521913","6"
"7521914","6"
"7521915","6"
"7521916","6"
"7521917","6"
"2006002","6"
"2006004","6"
"2006006","6"
"2006008","6"
"2006010","6"
"6006002","6"
"6006004","6"
"6006006","6"
"6006008","6"
"6006010","6"
"5007001","7"
"5007003","7"
"5007005","7"
"5007007","7"
"5007009","7"
"5007011","7"
"5007013","7"
"5007015","7"
"5007017","7"
"5007019","7"
"5007021","7"
"5007023","7"
"4059089","7"
"4059090","7"
"4059091","7"
"4059092","7"
"4059093","7"
"4059094","7"
"4059095","7"
"4059096","7"
"4059097","7"
"4059098","7"
"4059099","7"
"4059100","7"
"5007002","7"
"5007004","7"
"5007006","7"
"5007008","7"
"5007010","7"
"5007012","7"
"5007014","7"
"5007016","7"
"5007018","7"
"5007020","7"
"5007022","7"
"5007024","7"
"4059101","7"
"4059102","7"
"4059103","7"
"4059104","7"
"4059105","7"
"4059106","7"
"4059107","7"
"4059108","7"
"4059109","7"
"4059110","7"
"4059111","7"
"4059112","7"
"5007025","7"
"5007027","7"
"4059113","7"
"4059114","7"
"5007026","7"
"5007028","7"
"4059115","7"
"4059116","7"
"4008001","8"
"4008003","8"
"4008005","8"
"4008007","8"
"4008009","8"
"4008011","8"
"4008013","8"
"4008015","8"
"5008001","8"
"5008002","8"
"5008004","8"
"5008006","8"
"5008008","8"
"5008010","8"
"5008012","8"
"5008014","8"
"5008016","8"
"5008018","8"
"5008020","8"
"5008022","8"
"5008024","8"
"5008026","8"
"5008028","8"
"5008030","8"
"5008032","8"
"5008034","8"
"5008036","8"
"5008038","8"
"5008040","8"
"5008042","8"
"5008044","8"
"5008046","8"
"5008048","8"
"5008050","8"
"5008052","8"
"5008054","8"
"5008057","8"
"5008059","8"
"3008002","8"
"3008004","8"
"3008006","8"
"3008008","8"
"3008010","8"
"3008012","8"
"1008001","8"
"1008002","8"
"1008004","8"
"1008006","8"
"1008008","8"
"1008010","8"
"1008012","8"
"1008014","8"
"1008016","8"
"1008018","8"
"1008020","8"
"1008022","8"
"1008024","8"
"1008026","8"
"1008028","8"
"1008030","8"
"1008032","8"
"1008034","8"
"1008036","8"
"1008038","8"
"1008040","8"
"1008042","8"
"1008044","8"
"1008046","8"
"1008048","8"
"1008050","8"
"1008052","8"
"1008054","8"
"1008056","8"
"1008058","8"
"1008060","8"
"1008062","8"
"1008064","8"
"7008002","8"
"7008004","8"
"7008006","8"
"7008008","8"
"7008010","8"
"7008012","8"
"2008002","8"
"2008004","8"
"2008006","8"
"2008008","8"
"2008010","8"
"2008012","8"
"2008014","8"
"2008016","8"
"2008018","8"
"6008002","8"
"6008004","8"
"6008006","8"
"6008008","8"
"6008010","8"
"6008012","8"
"6008014","8"
"6008016","8"
"6008018","8"
"8008001","8"
"8008003","8"
"8008005","8"
"8008007","8"
"8008009","8"
"8008011","8"
"8008013","8"
"8008015","8"
"4008002","8"
"4008004","8"
"4008006","8"
"4008008","8"
"4008010","8"
"4008012","8"
"4008014","8"
"5008003","8"
"5008005","8"
"5008007","8"
"5008009","8"
"5008011","8"
"5008013","8"
"5008015","8"
"5008017","8"
"5008019","8"
"5008021","8"
"5008023","8"
"5008025","8"
"5008027","8"
"5008029","8"
"5008031","8"
"5008033","8"
"5008035","8"
"5008037","8"
"5008039","8"
"5008041","8"
"5008043","8"
"5008045","8"
"5008047","8"
"5008049","8"
"5008051","8"
"5008053","8"
"5008055","8"
"5008056","8"
"5008058","8"
"3008001","8"
"3008003","8"
"3008005","8"
"3008007","8"
"3008009","8"
"3008011","8"
"1008003","8"
"1008005","8"
"1008007","8"
"1008009","8"
"1008011","8"
"1008013","8"
"1008015","8"
"1008017","8"
"1008019","8"
"1008021","8"
"1008023","8"
"1008025","8"
"1008027","8"
"1008029","8"
"1008031","8"
"1008033","8"
"1008035","8"
"1008037","8"
"1008039","8"
"1008041","8"
"1008043","8"
"1008045","8"
"1008047","8"
"1008049","8"
"1008051","8"
"1008053","8"
"1008055","8"
"1008057","8"
"1008059","8"
"1008061","8"
"1008063","8"
"7008001","8"
"7008003","8"
"7008005","8"
"7008007","8"
"7008009","8"
"7008011","8"
"2008001","8"
"2008003","8"
"2008005","8"
"2008007","8"
"2008009","8"
"2008011","8"
"2008013","8"
"2008015","8"
"2008017","8"
"6008001","8"
"6008003","8"
"6008005","8"
"6008007","8"
"6008009","8"
"6008011","8"
"6008013","8"
"6008015","8"
"6008017","8"
"8008002","8"
"8008004","8"
"8008006","8"
"8008008","8"
"8008010","8"
"8008012","8"
"8008014","8"
"5009001","9"
"7300895","9"
"7300896","9"
"7300897","9"
"7300898","9"
"7300899","9"
"7300900","9"
"7300901","9"
"7300902","9"
"7300903","9"
"7300904","9"
"7300905","9"
"7300906","9"
"7300907","9"
"7300908","9"
"7300909","9"
"7300910","9"
"7300911","9"
"7300912","9"
"7300913","9"
"7300914","9"
"7300915","9"
"7300916","9"
"7300917","9"
"7300918","9"
"7300919","9"
"7300920","9"
"7300921","9"
"7300922","9"
"7300923","9"
"7300924","9"
"7300925","9"
"7300926","9"
"7300927","9"
"7300928","9"
"7300929","9"
"7300930","9"
"7300931","9"
"7300932","9"
"7300933","9"
"7300934","9"
"7300935","9"
"7300936","9"
"7300937","9"
"7300938","9"
"7300939","9"
"7300940","9"
"7300941","9"
"7300942","9"
"7300943","9"
"7300944","9"
"7300945","9"
"7300946","9"
"7300947","9"
"7300948","9"
"7300949","9"
"7300950","9"
"7300951","9"
"7300952","9"
"7300953","9"
"7300954","9"
"7300955","9"
"1009001","9"
"6794130","9"
"6794131","9"
"7521934","9"
"6794133","9"
"6794134","9"
"6794135","9"
"7521935","9"
"6794137","9"
"6794138","9"
"6794139","9"
"7521936","9"
"6794141","9"
"6794142","9"
"6794143","9"
"7521937","9"
"6794145","9"
"6794146","9"
"6794147","9"
"7521938","9"
"6794149","9"
"6794150","9"
"6794151","9"
"7521939","9"
"6794153","9"
"6794154","9"
"6794155","9"
"7521940","9"
"6794157","9"
"6794158","9"
"6794159","9"
"7521941","9"
"6794161","9"
"6794162","9"
"6794163","9"
"7521942","9"
"6794165","9"
"6794166","9"
"6794167","9"
"7521943","9"
"6794169","9"
"6794170","9"
"6794171","9"
"7521944","9"
"6794173","9"
"6794174","9"
"6794175","9"
"7521945","9"
"6794177","9"
"6794178","9"
"6794179","9"
"7521946","9"
"6794181","9"
"6794182","9"
"6794183","9"
"7521947","9"
"6794185","9"
"6794186","9"
"6794187","9"
"7521948","9"
"6794189","9"
"6794190","9"
"6794191","9"
"7521949","9"
"6794193","9"
"6794194","9"
"6794195","9"
"6794196","9"
"6794197","9"
"6794198","9"
"6794199","9"
"6794200","9"
"6794201","9"
"6794202","9"
"6794203","9"
"6794204","9"
"6794205","9"
"6794206","9"
"7757609","9"
"7757610","9"
"7757611","9"
"7757612","9"
"7757613","9"
"5009003","9"
"7300835","9"
"7300836","9"
"7300837","9"
"7300838","9"
"7300839","9"
"7300840","9"
"7300841","9"
"7300842","9"
"7300843","9"
"7300844","9"
"7300845","9"
"7300846","9"
"7300847","9"
"7300848","9"
"7300849","9"
"7300850","9"
"7300851","9"
"7300852","9"
"7300853","9"
"7300854","9"
"7300855","9"
"7300856","9"
"7300857","9"
"7300858","9"
"7300859","9"
"7300860","9"
"7300861","9"
"7300862","9"
"7300863","9"
"7300864","9"
"7300865","9"
"7300866","9"
"7300867","9"
"7300868","9"
"7300869","9"
"7300870","9"
"7300871","9"
"7300872","9"
"7300873","9"
"7300874","9"
"7300875","9"
"7300876","9"
"7300877","9"
"7300878","9"
"7300879","9"
"7300880","9"
"7300881","9"
"7300882","9"
"7300883","9"
"7300884","9"
"7300885","9"
"7300886","9"
"7300887","9"
"7300888","9"
"7300889","9"
"7300890","9"
"7300891","9"
"7300892","9"
"7300893","9"
"7300894","9"
"1009006","9"
"6794054","9"
"6794055","9"
"7521918","9"
"6794057","9"
"6794058","9"
"6794059","9"
"7521919","9"
"6794061","9"
"6794062","9"
"6794063","9"
"7521920","9"
"6794065","9"
"6794066","9"
"6794067","9"
"7521921","9"
"6794069","9"
"6794070","9"
"6794071","9"
"7521922","9"
"6794073","9"
"6794074","9"
"6794075","9"
"7521923","9"
"6794077","9"
"6794078","9"
"6794079","9"
"7521924","9"
"6794081","9"
"6794082","9"
"6794083","9"
"7521925","9"
"6794085","9"
"6794086","9"
"6794087","9"
"7521926","9"
"6794089","9"
"6794090","9"
"6794091","9"
"7521927","9"
"6794093","9"
"6794094","9"
"6794095","9"
"7521928","9"
"6794097","9"
"6794098","9"
"6794099","9"
"7521929","9"
"6794101","9"
"6794102","9"
"6794103","9"
"7521930","9"
"6794105","9"
"6794106","9"
"6794107","9"
"7521931","9"
"6794109","9"
"6794110","9"
"6794111","9"
"7521932","9"
"6794113","9"
"6794114","9"
"6794115","9"
"7521933","9"
"6794117","9"
"6794118","9"
"6794119","9"
"6794120","9"
"6794121","9"
"6794122","9"
"6794123","9"
"6794124","9"
"6794125","9"
"6794126","9"
"6794127","9"
"6794128","9"
"6794129","9"
"7757604","9"
"7757605","9"
"7757606","9"
"7757607","9"
"7757608","9"
"1010003","10"
"1010007","10"
"1010011","10"
"1010015","10"
"1010019","10"
"1010023","10"
"1010027","10"
"1010031","10"
"1010035","10"
"4760984","10"
"4760985","10"
"4760986","10"
"4760987","10"
"4760988","10"
"4760989","10"
"4760990","10"
"4760991","10"
"4760992","10"
"4760993","10"
"5010001","10"
"5010003","10"
"5010005","10"
"5010007","10"
"5010009","10"
"5010011","10"
"5010013","10"
"5010015","10"
"5010017","10"
"5010019","10"
"5010021","10"
"5010023","10"
"5010025","10"
"5010027","10"
"5010029","10"
"5010031","10"
"5010033","10"
"5010035","10"
"5010037","10"
"5010039","10"
"4760983","10"
"1010005","10"
"1010009","10"
"1010013","10"
"1010017","10"
"1010021","10"
"1010025","10"
"1010029","10"
"1010033","10"
"1010037","10"
"1010039","10"
"2010001","10"
"2010003","10"
"2010005","10"
"2010007","10"
"2010009","10"
"2010011","10"
"6010001","10"
"6010003","10"
"6010005","10"
"6010007","10"
"6010009","10"
"6010011","10"
"8010001","10"
"8010003","10"
"8010005","10"
"8010007","10"
"8010009","10"
"8010011","10"
"8010013","10"
"8010015","10"
"8010017","10"
"8010019","10"
"1010004","10"
"1010008","10"
"1010012","10"
"1010016","10"
"1010020","10"
"1010024","10"
"1010028","10"
"1010032","10"
"1010036","10"
"4010002","10"
"4010004","10"
"4010006","10"
"4010008","10"
"4010010","10"
"4010012","10"
"4010014","10"
"4010016","10"
"4010018","10"
"4010020","10"
"5010002","10"
"5010004","10"
"5010006","10"
"5010008","10"
"5010010","10"
"5010012","10"
"5010014","10"
"5010016","10"
"5010018","10"
"5010020","10"
"5010022","10"
"5010024","10"
"5010026","10"
"5010028","10"
"5010030","10"
"5010032","10"
"5010034","10"
"5010036","10"
"5010038","10"
"5010040","10"
"1010002","10"
"1010006","10"
"1010010","10"
"1010014","10"
"1010018","10"
"1010022","10"
"1010026","10"
"1010030","10"
"1010034","10"
"1010038","10"
"1010040","10"
"2010002","10"
"2010004","10"
"2010006","10"
"2010008","10"
"2010010","10"
"2010012","10"
"6010002","10"
"6010004","10"
"6010006","10"
"6010008","10"
"6010010","10"
"6010012","10"
"8010002","10"
"8010004","10"
"8010006","10"
"8010008","10"
"8010010","10"
"8010012","10"
"8010014","10"
"8010016","10"
"8010018","10"
"8010020","10"
"5011001","11"
"5011003","11"
"5011005","11"
"5011007","11"
"5011009","11"
"5011013","11"
"5011017","11"
"5011021","11"
"5011025","11"
"5011029","11"
"5011033","11"
"5011037","11"
"5011041","11"
"5011043","11"
"5011045","11"
"1011001","11"
"1011003","11"
"1011005","11"
"1011007","11"
"1011009","11"
"1011013","11"
"1011017","11"
"1011021","11"
"1011025","11"
"1011029","11"
"1011033","11"
"1011037","11"
"1011041","11"
"1011043","11"
"1011045","11"
"5011002","11"
"5011004","11"
"5011006","11"
"5011008","11"
"5011012","11"
"5011016","11"
"5011020","11"
"5011024","11"
"5011028","11"
"5011032","11"
"5011036","11"
"5011040","11"
"5011042","11"
"5011044","11"
"1011002","11"
"1011004","11"
"1011006","11"
"1011008","11"
